Time,Level,Indicator,Valve,Pump
1345,799,H,open,on
1346,800,H,open,on
1347,801,HH,transitioning,on
1348,773,H,transitioning,on
1349,745,H,transitioning,on
1350,717,H,open,on
1351,718,H,open,on
1352,719,H,open,on
1353,720,H,open,on
1354,721,H,open,on
1355,722,H,open,on
1356,723,H,open,on
1357,724,H,open,on
1358,725,H,open,on
1359,726,H,open,on
1360,727,H,open,on
1361,728,H,open,on
1362,729,H,open,on
1363,730,H,open,on
1364,731,H,open,on
1365,732,H,open,on
1366,733,H,open,on
1367,734,H,open,on
1368,735,H,open,on
1369,736,H,open,on
1370,737,H,open,on
1371,738,H,open,on
1372,739,H,open,on
1373,740,H,open,on
1374,741,H,open,on
1375,742,H,open,on
1376,743,H,open,on
1377,744,H,open,on
1378,745,H,open,on
1379,746,H,open,on
1380,747,H,open,on
1381,748,H,open,on
1382,749,H,open,on
1383,750,H,open,on
1384,751,H,open,on
1385,752,H,open,on
1386,753,H,open,on
1387,754,H,open,on
1388,755,H,open,on
1389,756,H,open,on
1390,757,H,open,on
1391,758,H,open,on
1392,759,H,open,on
1393,760,H,open,on
1394,761,H,open,on
1395,762,H,open,on
1396,763,H,open,on
1397,764,H,open,on
1398,765,H,open,on
1399,766,H,open,on
1400,767,H,open,on
1401,768,H,open,on
1402,769,H,open,on
1403,770,H,open,on
1404,771,H,open,on
1405,772,H,open,on
1406,773,H,open,on
1407,774,H,open,on
1408,775,H,open,on
1409,776,H,open,on
1410,777,H,open,on
1411,778,H,open,on
1412,779,H,open,on
1413,780,H,open,on
1414,781,H,open,on
1415,782,H,open,on
1416,783,H,open,on
1417,784,H,open,on
1418,785,H,open,on
1419,786,H,open,on
1420,787,H,open,on
1421,788,H,open,on
1422,789,H,open,on
1423,790,H,open,on
1424,791,H,open,on
1425,792,H,open,on
1426,793,H,open,on
1427,794,H,open,on
1428,795,H,open,on
1429,796,H,open,on
1430,797,H,open,on
1431,798,H,open,on
1432,799,H,open,on
1433,800,H,open,on
1434,801,HH,transitioning,on
1435,773,H,transitioning,on
1436,745,H,transitioning,on
1437,717,H,open,on
1438,718,H,open,on
1439,719,H,open,on
1440,720,H,open,on
1441,721,H,open,on
1442,722,H,open,on
1443,723,H,open,on
1444,724,H,open,on
1445,725,H,open,on
1446,726,H,open,on
1447,727,H,open,on
1448,728,H,open,on
1449,729,H,open,on
1450,730,H,open,on
1451,731,H,open,on
1452,732,H,open,on
1453,733,H,open,on
1454,734,H,open,on
1455,735,H,open,on
1456,736,H,open,on
1457,737,H,open,on
1458,738,H,open,on
1459,739,H,open,on
1460,740,H,open,on
1461,741,H,open,on
1462,742,H,open,on
1463,743,H,open,on
1464,744,H,open,on
1465,745,H,open,on
1466,746,H,open,on
1467,747,H,open,on
1468,748,H,open,on
1469,749,H,open,on
1470,750,H,open,on
1471,751,H,open,on
1472,752,H,open,on
1473,753,H,open,on
1474,754,H,open,on
1475,755,H,open,on
1476,756,H,open,on
1477,757,H,open,on
1478,758,H,open,on
1479,759,H,open,on
1480,760,H,open,on
1481,761,H,open,on
1482,762,H,open,on
1483,763,H,open,on
1484,764,H,open,on
1485,765,H,open,on
1486,766,H,open,on
1487,767,H,open,on
1488,768,H,open,on
1489,769,H,open,on
1490,770,H,open,on
1491,771,H,open,on
1492,772,H,open,on
1493,773,H,open,on
1494,774,H,open,on
1495,775,H,open,on
1496,776,H,open,on
1497,777,H,open,on
1498,778,H,open,on
1499,779,H,open,on
1500,780,H,open,on
1501,781,H,open,on
1502,782,H,open,on
1503,783,H,open,on
1504,784,H,open,on
1505,785,H,open,on
1506,786,H,open,on
1507,787,H,open,on
1508,788,H,open,on
1509,789,H,open,on
1510,790,H,open,on
1511,791,H,open,on
1512,792,H,open,on
1513,793,H,open,on
1514,794,H,open,on
1515,795,H,open,on
1516,796,H,open,on
1517,797,H,open,on
1518,798,H,open,on
1519,799,H,open,on
1520,800,H,open,on
1521,801,HH,transitioning,on
1522,773,H,transitioning,on
1523,745,H,transitioning,on
1524,717,H,open,on
1525,718,H,open,on
1526,719,H,open,on
1527,720,H,open,on
1528,721,H,open,on
1529,722,H,open,on
1530,723,H,open,on
1531,724,H,open,on
1532,725,H,open,on
1533,726,H,open,on
1534,727,H,open,on
1535,728,H,open,on
1536,729,H,open,on
1537,730,H,open,on
1538,731,H,open,on
1539,732,H,open,on
1540,733,H,open,on
1541,734,H,open,on
1542,735,H,open,on
1543,736,H,open,on
1544,737,H,open,on
1545,738,H,open,on
1546,739,H,open,on
1547,740,H,open,on
1548,741,H,open,on
1549,742,H,open,on
1550,743,H,open,on
1551,744,H,open,on
1552,745,H,open,on
1553,746,H,open,on
1554,747,H,open,on
1555,748,H,open,on
1556,749,H,open,on
1557,750,H,open,on
1558,751,H,open,on
1559,752,H,open,on
1560,753,H,open,on
1561,754,H,open,on
1562,755,H,open,on
1563,756,H,open,on
1564,757,H,open,on
1565,758,H,open,on
1566,759,H,open,on
1567,760,H,open,on
1568,761,H,open,on
1569,762,H,open,on
1570,763,H,open,on
1571,764,H,open,on
1572,765,H,open,on
1573,766,H,open,on
1574,767,H,open,on
1575,768,H,open,on
1576,769,H,open,on
1577,770,H,open,on
1578,771,H,open,on
1579,772,H,open,on
1580,773,H,open,on
1581,774,H,open,on
1582,775,H,open,on
1583,776,H,open,on
1584,777,H,open,on
1585,778,H,open,on
1586,779,H,open,on
1587,780,H,open,on
1588,781,H,open,on
1589,782,H,open,on
1590,783,H,open,on
1591,784,H,open,on
1592,785,H,open,on
1593,786,H,open,on
1594,787,H,open,on
1595,788,H,open,on
1596,789,H,open,on
1597,790,H,open,on
1598,791,H,open,on
1599,792,H,open,on
1600,793,H,open,on
1601,794,H,open,on
1602,795,H,open,on
1603,796,H,open,on
1604,797,H,open,on
1605,798,H,open,on
1606,799,H,open,on
1607,800,H,open,on
1608,801,HH,transitioning,on
1609,773,H,transitioning,on
1610,745,H,transitioning,on
1611,717,H,open,on
1612,718,H,open,on
1613,719,H,open,on
1614,720,H,open,on
1615,721,H,open,on
1616,722,H,open,on
1617,723,H,open,on
1618,724,H,open,on
1619,725,H,open,on
1620,726,H,open,on
1621,727,H,open,on
1622,728,H,open,on
1623,729,H,open,on
1624,730,H,open,on
1625,731,H,open,on
1626,732,H,open,on
1627,733,H,open,on
1628,734,H,open,on
1629,735,H,open,on
1630,736,H,open,on
1631,737,H,open,on
1632,738,H,open,on
1633,739,H,open,on
1634,740,H,open,on
1635,741,H,open,on
1636,742,H,open,on
1637,743,H,open,on
1638,744,H,open,on
1639,745,H,open,on
1640,746,H,open,on
1641,747,H,open,on
1642,748,H,open,on
1643,749,H,open,on
1644,750,H,open,on
1645,751,H,open,on
1646,752,H,open,on
1647,753,H,open,on
1648,754,H,open,on
1649,755,H,open,on
1650,756,H,open,on
1651,757,H,open,on
1652,758,H,open,on
1653,759,H,open,on
1654,760,H,open,on
1655,761,H,open,on
1656,762,H,open,on
1657,763,H,open,on
1658,764,H,open,on
1659,765,H,open,on
1660,766,H,open,on
1661,767,H,open,on
1662,768,H,open,on
1663,769,H,open,on
1664,770,H,open,on
1665,771,H,open,on
1666,772,H,open,on
1667,773,H,open,on
1668,774,H,open,on
1669,775,H,open,on
1670,776,H,open,on
1671,777,H,open,on
1672,778,H,open,on
1673,779,H,open,on
1674,780,H,open,on
1675,781,H,open,on
1676,782,H,open,on
1677,783,H,open,on
1678,784,H,open,on
1679,785,H,open,on
1680,786,H,open,on
1681,787,H,open,on
1682,788,H,open,on
1683,789,H,open,on
1684,790,H,open,on
1685,791,H,open,on
1686,792,H,open,on
1687,793,H,open,on
1688,794,H,open,on
1689,795,H,open,on
1690,796,H,open,on
1691,797,H,open,on
1692,798,H,open,on
1693,799,H,open,on
1694,800,H,open,on
1695,801,HH,transitioning,on
1696,773,H,transitioning,on
1697,745,H,transitioning,on
1698,717,H,open,on
1699,718,H,open,on
1700,719,H,open,on
1701,720,H,open,on
1702,721,H,open,on
1703,722,H,open,on
1704,723,H,open,on
1705,724,H,open,on
1706,725,H,open,on
1707,726,H,open,on
1708,727,H,open,on
1709,728,H,open,on
1710,729,H,open,on
1711,730,H,open,on
1712,731,H,open,on
1713,732,H,open,on
1714,733,H,open,on
1715,734,H,open,on
1716,735,H,open,on
1717,736,H,open,on
1718,737,H,open,on
1719,738,H,open,on
1720,739,H,open,on
1721,740,H,open,on
1722,741,H,open,on
1723,742,H,open,on
1724,743,H,open,on
1725,744,H,open,on
1726,745,H,open,on
1727,746,H,open,on
1728,747,H,open,on
1729,748,H,open,on
1730,749,H,open,on
1731,750,H,open,on
1732,751,H,open,on
1733,752,H,open,on
1734,753,H,open,on
1735,754,H,open,on
1736,755,H,open,on
1737,756,H,open,on
1738,757,H,open,on
1739,758,H,open,on
1740,759,H,open,on
1741,760,H,open,on
1742,761,H,open,on
1743,762,H,open,on
1744,763,H,open,on
1745,764,H,open,on
1746,765,H,open,on
1747,766,H,open,on
1748,767,H,open,on
1749,768,H,open,on
1750,769,H,open,on
1751,770,H,open,on
1752,771,H,open,on
1753,772,H,open,on
1754,773,H,open,on
1755,774,H,open,on
1756,775,H,open,on
1757,776,H,open,on
1758,777,H,open,on
1759,778,H,open,on
1760,779,H,open,on
1761,780,H,open,on
1762,781,H,open,on
1763,782,H,open,on
1764,783,H,open,on
1765,784,H,open,on
1766,785,H,open,on
1767,786,H,open,on
1768,787,H,open,on
1769,788,H,open,on
1770,789,H,open,on
1771,790,H,open,on
1772,791,H,open,on
1773,792,H,open,on
1774,793,H,open,on
1775,794,H,open,on
1776,795,H,open,on
1777,796,H,open,on
1778,797,H,open,on
1779,798,H,open,on
1780,799,H,open,on
1781,800,H,open,on
1782,801,HH,transitioning,on
1783,773,H,transitioning,on
1784,745,H,transitioning,on
1785,717,H,open,on
1786,718,H,open,on
1787,719,H,open,on
1788,720,H,open,on
1789,721,H,open,on
1790,722,H,open,on
1791,723,H,open,on
1792,724,H,open,on
1793,725,H,open,on
1794,726,H,open,on
1795,727,H,open,on
1796,728,H,open,on
1797,729,H,open,on
1798,730,H,open,on
1799,731,H,open,on
1800,732,H,open,on
1801,733,H,open,on
1802,734,H,open,on
1803,735,H,open,on
1804,736,H,open,on
1805,737,H,open,on
1806,738,H,open,on
1807,739,H,open,on
1808,740,H,open,on
1809,741,H,open,on
1810,742,H,open,on
1811,743,H,open,on
1812,744,H,open,on
1813,745,H,open,on
1814,746,H,open,on
1815,747,H,open,on
1816,748,H,open,on
1817,749,H,open,on
1818,750,H,open,on
1819,751,H,open,on
1820,752,H,open,on
1821,753,H,open,on
1822,754,H,open,on
1823,755,H,open,on
1824,756,H,open,on
1825,757,H,open,on
1826,758,H,open,on
1827,759,H,open,on
1828,760,H,open,on
1829,761,H,open,on
1830,762,H,open,on
1831,763,H,open,on
1832,764,H,open,on
1833,765,H,open,on
1834,766,H,open,on
1835,767,H,open,on
1836,768,H,open,on
1837,769,H,open,on
1838,770,H,open,on
1839,771,H,open,on
1840,772,H,open,on
1841,773,H,open,on
1842,774,H,open,on
1843,775,H,open,on
1844,776,H,open,on
1845,777,H,open,on
1846,778,H,open,on
1847,779,H,open,on
1848,780,H,open,on
1849,781,H,open,on
1850,782,H,open,on
1851,783,H,open,on
1852,784,H,open,on
1853,785,H,open,on
1854,786,H,open,on
1855,787,H,open,on
1856,788,H,open,on
1857,789,H,open,on
1858,790,H,open,on
1859,791,H,open,on
1860,792,H,open,on
1861,793,H,open,on
1862,794,H,open,on
1863,795,H,open,on
1864,796,H,open,on
1865,797,H,open,on
1866,798,H,open,on
1867,799,H,open,on
1868,800,H,open,on
1869,801,HH,transitioning,on
1870,773,H,transitioning,on
1871,745,H,transitioning,on
1872,717,H,open,on
1873,718,H,open,on
1874,719,H,open,on
1875,720,H,open,on
1876,721,H,open,on
1877,722,H,open,on
1878,723,H,open,on
1879,724,H,open,on
1880,725,H,open,on
1881,726,H,open,on
1882,727,H,open,on
1883,728,H,open,on
1884,729,H,open,on
1885,730,H,open,on
1886,731,H,open,on
1887,732,H,open,on
1888,733,H,open,on
1889,734,H,open,on
1890,735,H,open,on
1891,736,H,open,on
1892,737,H,open,on
1893,738,H,open,on
1894,739,H,open,on
1895,740,H,open,on
1896,741,H,open,on
1897,742,H,open,on
1898,743,H,open,on
1899,744,H,open,on
1900,745,H,open,on
1901,746,H,open,on
1902,747,H,open,on
1903,748,H,open,on
1904,749,H,open,on
1905,750,H,open,on
1906,751,H,open,on
1907,752,H,open,on
1908,753,H,open,on
1909,754,H,open,on
1910,755,H,open,on
1911,756,H,open,on
1912,757,H,open,on
1913,758,H,open,on
1914,759,H,open,on
1915,760,H,open,on
1916,761,H,open,on
1917,762,H,open,on
1918,763,H,open,on
1919,764,H,open,on
1920,765,H,open,on
1921,766,H,open,on
1922,767,H,open,on
1923,768,H,open,on
1924,769,H,open,on
1925,770,H,open,on
1926,771,H,open,on
1927,772,H,open,on
1928,773,H,open,on
1929,774,H,open,on
1930,775,H,open,on
1931,776,H,open,on
1932,777,H,open,on
1933,778,H,open,on
1934,779,H,open,on
1935,780,H,open,on
1936,781,H,open,on
1937,782,H,open,on
1938,783,H,open,on
1939,784,H,open,on
1940,785,H,open,on
1941,786,H,open,on
1942,787,H,open,on
1943,788,H,open,on
1944,789,H,open,on
1945,790,H,open,on
1946,791,H,open,on
1947,792,H,open,on
1948,793,H,open,on
1949,794,H,open,on
1950,795,H,open,on
1951,796,H,open,on
1952,797,H,open,on
1953,798,H,open,on
1954,799,H,open,on
1955,800,H,open,on
1956,801,HH,transitioning,on
1957,773,H,transitioning,on
1958,745,H,transitioning,on
1959,717,H,open,on
1960,718,H,open,on
1961,719,H,open,on
1962,720,H,open,on
1963,721,H,open,on
1964,722,H,open,on
1965,723,H,open,on
1966,724,H,open,on
1967,725,H,open,on
1968,726,H,open,on
1969,727,H,open,on
1970,728,H,open,on
1971,729,H,open,on
1972,730,H,open,on
1973,731,H,open,on
1974,732,H,open,on
1975,733,H,open,on
1976,734,H,open,on
1977,735,H,open,on
1978,736,H,open,on
1979,737,H,open,on
1980,738,H,open,on
1981,739,H,open,on
1982,740,H,open,on
1983,741,H,open,on
1984,742,H,open,on
1985,743,H,open,on
1986,744,H,open,on
1987,745,H,open,on
1988,746,H,open,on
1989,747,H,open,on
1990,748,H,open,on
1991,749,H,open,on
1992,750,H,open,on
1993,751,H,open,on
1994,752,H,open,on
1995,753,H,open,on
1996,754,H,open,on
1997,755,H,open,on
1998,756,H,open,on
1999,757,H,open,on
2000,758,H,open,on
2001,759,H,open,on
2002,760,H,open,on
2003,761,H,open,on
2004,762,H,open,on
2005,763,H,open,on
2006,764,H,open,on
2007,765,H,open,on
2008,766,H,open,on
2009,767,H,open,on
2010,768,H,open,on
2011,769,H,open,on
2012,770,H,open,on
2013,771,H,open,on
2014,772,H,open,on
2015,773,H,open,on
2016,774,H,open,on
2017,775,H,open,on
2018,776,H,open,on
2019,777,H,open,on
2020,778,H,open,on
2021,779,H,open,on
2022,780,H,open,on
2023,781,H,open,on
2024,782,H,open,on
2025,783,H,open,on
2026,784,H,open,on
2027,785,H,open,on
2028,786,H,open,on
2029,787,H,open,on
2030,788,H,open,on
2031,789,H,open,on
2032,790,H,open,on
2033,791,H,open,on
2034,792,H,open,on
2035,793,H,open,on
2036,794,H,open,on
2037,795,H,open,on
2038,796,H,open,on
2039,797,H,open,on
2040,798,H,open,on
2041,799,H,open,on
2042,800,H,open,on
2043,801,HH,transitioning,on
2044,773,H,transitioning,on
2045,745,H,transitioning,on
2046,717,H,open,on
2047,718,H,open,on
2048,719,H,open,on
2049,720,H,open,on
2050,721,H,open,on
2051,722,H,open,on
2052,723,H,open,on
2053,724,H,open,on
2054,725,H,open,on
2055,726,H,open,on
2056,727,H,open,on
2057,728,H,open,on
2058,729,H,open,on
2059,730,H,open,on
2060,731,H,open,on
2061,732,H,open,on
2062,733,H,open,on
2063,734,H,open,on
2064,735,H,open,on
2065,736,H,open,on
2066,737,H,open,on
2067,738,H,open,on
2068,739,H,open,on
2069,740,H,open,on
2070,741,H,open,on
2071,742,H,open,on
2072,743,H,open,on
2073,744,H,open,on
2074,745,H,open,on
2075,746,H,open,on
2076,747,H,open,on
2077,748,H,open,on
2078,749,H,open,on
2079,750,H,open,on
2080,751,H,open,on
2081,752,H,open,on
2082,753,H,open,on
2083,754,H,open,on
2084,755,H,open,on
2085,756,H,open,on
2086,757,H,open,on
2087,758,H,open,on
2088,759,H,open,on
2089,760,H,open,on
2090,761,H,open,on
2091,762,H,open,on
2092,763,H,open,on
2093,764,H,open,on
2094,765,H,open,on
2095,766,H,open,on
2096,767,H,open,on
2097,768,H,open,on
2098,769,H,open,on
2099,770,H,open,on
2100,771,H,open,on
2101,772,H,open,on
2102,773,H,open,on
2103,774,H,open,on
2104,775,H,open,on
2105,776,H,open,on
2106,777,H,open,on
2107,778,H,open,on
2108,779,H,open,on
2109,780,H,open,on
2110,781,H,open,on
2111,782,H,open,on
2112,783,H,open,on
2113,784,H,open,on
2114,785,H,open,on
2115,786,H,open,on
2116,787,H,open,on
2117,788,H,open,on
2118,789,H,open,on
2119,790,H,open,on
2120,791,H,open,on
2121,792,H,open,on
2122,793,H,open,on
2123,794,H,open,on
2124,795,H,open,on
2125,796,H,open,on
2126,797,H,open,on
2127,798,H,open,on
2128,799,H,open,on
2129,800,H,open,on
2130,801,HH,transitioning,on
2131,773,H,transitioning,on
2132,745,H,transitioning,on
2133,717,H,open,on
2134,718,H,open,on
2135,719,H,open,on
2136,720,H,open,on
2137,721,H,open,on
2138,722,H,open,on
2139,723,H,open,on
2140,724,H,open,on
2141,725,H,open,on
2142,726,H,open,on
2143,727,H,open,on
2144,728,H,open,on
2145,729,H,open,on
2146,730,H,open,on
2147,731,H,open,on
2148,732,H,open,on
2149,733,H,open,on
2150,734,H,open,on
2151,735,H,open,on
2152,736,H,open,on
2153,737,H,open,on
2154,738,H,open,on
2155,739,H,open,on
2156,740,H,open,on
2157,741,H,open,on
2158,742,H,open,on
2159,743,H,open,on
2160,744,H,open,on
2161,745,H,open,on
2162,746,H,open,on
2163,747,H,open,on
2164,748,H,open,on
2165,749,H,open,on
2166,750,H,open,on
2167,751,H,open,on
2168,752,H,open,on
2169,753,H,open,on
2170,754,H,open,on
2171,755,H,open,on
2172,756,H,open,on
2173,757,H,open,on
2174,758,H,open,on
2175,759,H,open,on
2176,760,H,open,on
2177,761,H,open,on
2178,762,H,open,on
2179,763,H,open,on
2180,764,H,open,on
2181,765,H,open,on
2182,766,H,open,on
2183,767,H,open,on
2184,768,H,open,on
2185,769,H,open,on
2186,770,H,open,on
2187,771,H,open,on
2188,772,H,open,on
2189,773,H,open,on
2190,774,H,open,on
2191,775,H,open,on
2192,776,H,open,on
2193,777,H,open,on
2194,778,H,open,on
2195,779,H,open,on
2196,780,H,open,on
2197,781,H,open,on
2198,782,H,open,on
2199,783,H,open,on
2200,784,H,open,on
2201,785,H,open,on
2202,786,H,open,on
2203,787,H,open,on
2204,788,H,open,on
2205,789,H,open,on
2206,790,H,open,on
2207,791,H,open,on
2208,792,H,open,on
2209,793,H,open,on
2210,794,H,open,on
2211,795,H,open,on
2212,796,H,open,on
2213,797,H,open,on
2214,798,H,open,on
2215,799,H,open,on
2216,800,H,open,on
2217,801,HH,transitioning,on
2218,773,H,transitioning,on
2219,745,H,transitioning,on
2220,717,H,open,on
2221,718,H,open,on
2222,719,H,open,on
2223,720,H,open,on
2224,721,H,open,on
2225,722,H,open,on
2226,723,H,open,on
2227,724,H,open,on
2228,725,H,open,on
2229,726,H,open,on
2230,727,H,open,on
2231,728,H,open,on
2232,729,H,open,on
2233,730,H,open,on
2234,731,H,open,on
2235,732,H,open,on
2236,733,H,open,on
2237,734,H,open,on
2238,735,H,open,on
2239,736,H,open,on
2240,737,H,open,on
2241,738,H,open,on
2242,739,H,open,on
2243,740,H,open,on
2244,741,H,open,on
2245,742,H,open,on
2246,743,H,open,on
2247,744,H,open,on
2248,745,H,open,on
2249,746,H,open,on
2250,747,H,open,on
2251,748,H,open,on
2252,749,H,open,on
2253,750,H,open,on
2254,751,H,open,on
2255,752,H,open,on
2256,753,H,open,on
2257,754,H,open,on
2258,755,H,open,on
2259,756,H,open,on
2260,757,H,open,on
2261,758,H,open,on
2262,759,H,open,on
2263,760,H,open,on
2264,761,H,open,on
2265,762,H,open,on
2266,763,H,open,on
2267,764,H,open,on
2268,765,H,open,on
2269,766,H,open,on
2270,767,H,open,on
2271,768,H,open,on
2272,769,H,open,on
2273,770,H,open,on
2274,771,H,open,on
2275,772,H,open,on
2276,773,H,open,on
2277,774,H,open,on
2278,775,H,open,on
2279,776,H,open,on
2280,777,H,open,on
2281,778,H,open,on
2282,779,H,open,on
2283,780,H,open,on
2284,781,H,open,on
2285,782,H,open,on
2286,783,H,open,on
2287,784,H,open,on
2288,785,H,open,on
2289,786,H,open,on
2290,787,H,open,on
2291,788,H,open,on
2292,789,H,open,on
2293,790,H,open,on
2294,791,H,open,on
2295,792,H,open,on
2296,793,H,open,on
2297,794,H,open,on
2298,795,H,open,on
2299,796,H,open,on
2300,797,H,open,on
2301,798,H,open,on
2302,799,H,open,on
2303,800,H,open,on
2304,801,HH,transitioning,on
2305,773,H,transitioning,on
2306,745,H,transitioning,on
2307,717,H,open,on
2308,718,H,open,on
2309,719,H,open,on
2310,720,H,open,on
2311,721,H,open,on
2312,722,H,open,on
2313,723,H,open,on
2314,724,H,open,on
2315,725,H,open,on
2316,726,H,open,on
2317,727,H,open,on
2318,728,H,open,on
2319,729,H,open,on
2320,730,H,open,on
2321,731,H,open,on
2322,732,H,open,on
2323,733,H,open,on
2324,734,H,open,on
2325,735,H,open,on
2326,736,H,open,on
2327,737,H,open,on
2328,738,H,open,on
2329,739,H,open,on
2330,740,H,open,on
2331,741,H,open,on
2332,742,H,open,on
2333,743,H,open,on
2334,744,H,open,on
2335,745,H,open,on
2336,746,H,open,on
2337,747,H,open,on
2338,748,H,open,on
2339,749,H,open,on
2340,750,H,open,on
2341,751,H,open,on
2342,752,H,open,on
2343,753,H,open,on
2344,754,H,open,on
2345,755,H,open,on
2346,756,H,open,on
2347,757,H,open,on
2348,758,H,open,on
2349,759,H,open,on
2350,760,H,open,on
2351,761,H,open,on
2352,762,H,open,on
2353,763,H,open,on
2354,764,H,open,on
2355,765,H,open,on
2356,766,H,open,on
2357,767,H,open,on
2358,768,H,open,on
2359,769,H,open,on
2360,770,H,open,on
2361,771,H,open,on
2362,772,H,open,on
2363,773,H,open,on
2364,774,H,open,on
2365,775,H,open,on
2366,776,H,open,on
2367,777,H,open,on
2368,778,H,open,on
2369,779,H,open,on
2370,780,H,open,on
2371,781,H,open,on
2372,782,H,open,on
2373,783,H,open,on
2374,784,H,open,on
2375,785,H,open,on
2376,786,H,open,on
2377,787,H,open,on
2378,788,H,open,on
2379,789,H,open,on
2380,790,H,open,on
2381,791,H,open,on
2382,792,H,open,on
2383,793,H,open,on
